시도,시군구,기준년도,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020
시도,시군구,기준년도,제1종,제2종,연습면허,무면허,기타불명,제1종,제2종,연습면허,무면허,국제면허,기타불명,제1종,제2종,연습면허,무면허,국제면허,기타불명,제1종,제2종,연습면허,무면허,국제면허,기타불명,해당없음,제1종,제2종,연습면허,무면허,국제면허,기타불명,해당없음,제1종,제2종,연습면허,무면허,국제면허,기타불명,제1종,제2종,연습면허,무면허,국제면허,기타불명,해당없음,제1종,제2종,연습면허,무면허,국제면허,기타불명,해당없음,제1종,제2종,연습면허,무면허,국제면허,기타불명,해당없음,제1종,제2종,연습면허,무면허,국제면허,기타불명,해당없음
서울,강동구,사고건수,74,29,-,10,-,73,23,-,8,-,1,75,27,1,8,-,-,67,32,-,11,-,-,-,81,35,-,6,-,-,-,71,23,-,2,-,1,72,21,-,3,-,-,-,62,33,-,4,-,-,-,40,18,-,2,-,-,4,44,16,-,3,-,-,-
서울,강동구,사망자수,1,1,-,0,-,2,1,-,0,-,0,2,2,0,1,-,-,2,0,-,0,-,-,-,2,0,-,0,-,-,-,2,1,-,0,-,0,2,0,-,0,-,-,-,1,0,-,0,-,-,-,0,0,-,0,-,-,0,0,0,-,0,-,-,-
서울,강동구,부상자수,162,59,-,15,-,121,48,-,16,-,2,144,39,2,13,-,-,126,67,-,19,-,-,-,139,63,-,6,-,-,-,116,31,-,4,-,2,129,39,-,3,-,-,-,103,55,-,4,-,-,-,68,34,-,2,-,-,4,74,23,-,3,-,-,-
서울,송파구,사고건수,157,74,-,20,-,186,86,-,12,-,-,146,92,-,11,-,-,160,73,1,7,-,-,-,140,67,1,14,-,-,-,132,57,2,5,1,2,117,76,3,10,-,1,-,136,55,-,6,-,-,2,90,50,-,11,1,-,9,95,46,-,6,-,-,1
서울,송파구,사망자수,1,2,-,0,-,2,0,-,0,-,-,1,1,-,0,-,-,3,1,0,0,-,-,-,0,0,0,0,-,-,-,0,1,0,0,0,0,1,1,0,0,-,0,-,1,1,-,0,-,-,0,0,0,-,0,0,-,0,1,1,-,0,-,-,0
서울,송파구,부상자수,286,138,-,27,-,317,167,-,20,-,-,281,156,-,15,-,-,267,155,4,10,-,-,-,258,120,1,24,-,-,-,235,92,2,7,1,2,211,124,4,34,-,1,-,230,96,-,16,-,-,2,173,92,-,16,2,-,12,156,71,-,12,-,-,4
서울,서초구,사고건수,126,86,-,10,1,156,84,-,11,2,-,133,88,-,8,-,-,127,72,1,12,-,-,-,116,75,-,5,-,-,-,95,52,-,3,-,-,120,54,-,8,-,-,-,94,71,-,8,-,-,-,79,66,-,6,-,-,1,93,65,-,5,-,1,1
서울,서초구,사망자수,2,2,-,0,0,3,0,-,0,0,-,1,1,-,0,-,-,0,0,0,0,-,-,-,1,0,-,0,-,-,-,2,1,-,0,-,-,1,0,-,0,-,-,-,2,0,-,0,-,-,-,1,1,-,0,-,-,0,0,0,-,0,-,0,0
서울,서초구,부상자수,225,156,-,25,1,321,173,-,19,2,-,285,170,-,15,-,-,246,134,1,17,-,-,-,201,134,-,7,-,-,-,162,87,-,7,-,-,232,85,-,13,-,-,-,135,133,-,11,-,-,-,133,104,-,10,-,-,1,160,107,-,12,-,1,1
서울,양천구,사고건수,69,31,-,6,-,83,28,-,7,-,-,80,35,-,4,-,-,89,29,-,8,-,2,-,92,39,-,6,-,-,-,64,26,-,3,-,1,70,21,-,5,-,-,-,66,20,-,4,-,-,1,38,20,-,5,-,-,1,59,20,-,-,-,-,-
서울,양천구,사망자수,2,0,-,2,-,1,0,-,0,-,-,1,1,-,0,-,-,0,0,-,0,-,0,-,0,0,-,0,-,-,-,1,0,-,0,-,0,0,0,-,0,-,-,-,0,0,-,0,-,-,0,1,0,-,0,-,-,0,0,0,-,-,-,-,-
서울,양천구,부상자수,115,65,-,7,-,158,64,-,12,-,-,166,66,-,10,-,-,176,57,-,12,-,2,-,166,70,-,12,-,-,-,137,46,-,3,-,1,137,36,-,10,-,-,-,109,36,-,5,-,-,2,77,36,-,7,-,-,1,96,32,-,-,-,-,-
서울,중랑구,사고건수,72,34,-,9,-,76,27,-,11,-,-,76,31,-,7,-,-,70,30,-,5,-,1,-,65,26,-,3,-,-,-,47,22,-,1,-,2,60,16,1,3,-,-,-,53,25,-,4,-,-,-,40,25,-,2,-,-,7,42,20,-,1,-,-,4
