부산,동구,사고건수,22,-,3,3,4,2,1,3,-,3,-,3,-,21,1,3,1,1,2,2,1,2,2,5,1,-,21,2,1,1,3,1,3,2,1,2,1,3,1,29,3,2,7,3,-,2,4,2,3,1,-,2
부산,동구,사망자수,1,-,0,0,0,0,0,0,-,1,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-,0,0,0,1,0,-,0
부산,동구,부상자수,37,-,5,3,4,5,9,4,-,2,-,5,-,40,2,4,2,5,3,3,1,7,2,10,1,-,33,2,2,1,4,2,6,2,1,3,2,6,2,45,4,2,12,6,-,6,5,2,3,2,-,3
부산,영도구,사고건수,19,1,1,-,1,3,-,1,1,3,2,5,1,19,-,1,2,2,2,3,4,2,2,1,-,-,16,1,1,2,-,3,1,-,2,3,-,1,2,19,1,-,-,3,2,3,4,1,1,1,2,1
부산,영도구,사망자수,1,0,0,-,0,0,-,0,0,0,0,0,1,1,-,0,0,0,0,0,0,0,0,1,-,-,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,-,-,0,0,0,0,0,0,0,0,0
부산,영도구,부상자수,38,4,2,-,2,8,-,2,3,3,2,9,3,23,-,1,4,3,2,4,4,2,2,1,-,-,25,2,1,2,-,7,1,-,2,5,-,3,2,31,3,-,-,4,2,4,7,2,1,4,3,1
부산,진구,사고건수,83,7,5,9,8,7,6,8,4,9,9,7,4,117,9,6,13,5,13,10,7,9,17,14,5,9,82,5,3,11,4,7,7,6,7,2,5,12,13,112,8,4,10,6,7,14,15,9,11,10,10,8
부산,진구,사망자수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,진구,부상자수,131,12,9,12,13,8,12,16,5,15,13,10,6,199,18,9,25,9,18,17,14,13,30,24,7,15,139,8,4,22,9,10,9,7,11,4,10,16,29,191,13,9,16,11,8,20,26,16,19,24,13,16
부산,동래구,사고건수,73,8,8,7,4,5,8,3,5,2,8,10,5,48,4,2,7,3,4,5,3,5,3,6,3,3,53,4,6,4,1,4,8,3,3,5,3,3,9,51,5,-,3,7,8,4,4,4,5,4,2,5
부산,동래구,사망자수,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0
부산,동래구,부상자수,122,11,14,8,5,13,10,4,12,9,12,18,6,69,5,3,9,4,10,6,4,8,3,9,3,5,90,7,9,9,1,4,9,5,5,13,7,5,16,70,6,-,3,10,9,5,6,5,8,4,3,11
부산,남구,사고건수,56,3,2,7,6,6,-,4,6,5,6,6,5,45,3,4,4,4,4,2,-,9,6,-,4,5,32,3,2,3,6,3,3,1,3,1,1,5,1,52,1,6,2,10,2,5,4,5,3,6,4,4
부산,남구,사망자수,0,0,0,0,0,0,-,0,0,0,0,0,0,2,0,0,0,2,0,0,-,0,0,-,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,남구,부상자수,79,3,2,9,9,11,-,6,10,6,11,6,6,67,3,10,4,7,5,3,-,9,8,-,9,9,55,6,3,3,9,3,6,4,5,2,2,9,3,72,1,8,5,18,2,9,6,6,3,6,4,4
부산,북구,사고건수,49,5,5,2,6,3,-,6,6,3,6,2,5,43,6,1,4,4,3,4,3,5,1,6,3,3,44,-,5,3,4,4,2,6,2,5,4,5,4,52,5,2,6,5,2,3,4,5,9,3,6,2
부산,북구,사망자수,1,0,0,0,0,0,-,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
부산,북구,부상자수,85,15,7,4,9,4,-,12,9,3,8,3,11,80,9,1,18,12,4,5,4,7,1,11,3,5,66,-,5,4,7,7,3,6,2,12,6,8,6,78,7,2,9,8,2,4,6,9,11,3,12,5
부산,해운대구,사고건수,76,8,3,9,8,4,5,5,6,10,5,4,9,93,10,8,4,6,11,5,8,11,8,12,6,4,71,3,8,6,4,4,5,7,5,5,6,13,5,81,2,3,4,6,11,6,14,7,3,9,7,9
부산,해운대구,사망자수,5,0,1,1,2,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
부산,해운대구,부상자수,133,13,8,14,14,9,8,8,12,16,8,5,18,169,31,12,5,9,19,8,13,19,14,20,12,7,113,5,13,10,7,9,7,10,11,7,9,16,9,135,2,9,7,14,22,8,19,9,5,18,11,11
