"가해자음주정도별","주야별","월별","시점","사고건수[건]","사망자수[명]","부상자수[명]",
"0.05%~0.09%","주","12월","2006 년","101","5","190",
"0.05%~0.09%","주","12월","2007 년","110","8","186",
"0.05%~0.09%","주","12월","2008 년","120","7","208",
"0.05%~0.09%","주","12월","2009 년","141","6","257",
"0.05%~0.09%","주","12월","2010 년","135","3","231",
"0.05%~0.09%","주","12월","2011 년","155","2","272",
"0.05%~0.09%","주","12월","2012 년","164","8","269",
"0.05%~0.09%","주","12월","2013 년","136","5","265",
"0.05%~0.09%","주","12월","2014 년","118","4","226",
"0.05%~0.09%","주","12월","2015 년","179","7","324",
"0.05%~0.09%","주","12월","2016 년","126","2","225",
"0.05%~0.09%","주","12월","2017 년","160","2","278",
"0.05%~0.09%","주","12월","2018 년","118","3","177",
"0.05%~0.09%","주","12월","2019 년","57","2","103",
"0.05%~0.09%","주","12월","2020 년","60","1","90",
"0.05%~0.09%","야","전체","2005 년","2885","103","5131",
"0.05%~0.09%","야","전체","2006 년","3335","107","6084",
"0.05%~0.09%","야","전체","2007 년","3549","120","6287",
"0.05%~0.09%","야","전체","2008 년","3593","118","6351",
"0.05%~0.09%","야","전체","2009 년","3996","124","7148",
"0.05%~0.09%","야","전체","2010 년","4272","116","7588",
"0.05%~0.09%","야","전체","2011 년","4647","127","8244",
"0.05%~0.09%","야","전체","2012 년","4966","202","8848",
"0.05%~0.09%","야","전체","2013 년","4562","146","8055",
"0.05%~0.09%","야","전체","2014 년","4080","128","7271",
"0.05%~0.09%","야","전체","2015 년","4349","128","7430",
"0.05%~0.09%","야","전체","2016 년","3542","105","6116",
"0.05%~0.09%","야","전체","2017 년","3469","100","5849",
"0.05%~0.09%","야","전체","2018 년","3400","86","5771",
"0.05%~0.09%","야","전체","2019 년","2032","47","3316",
"0.05%~0.09%","야","전체","2020 년","1672","43","2647",
"0.05%~0.09%","야","1월","2005 년","245","9","439",
"0.05%~0.09%","야","1월","2006 년","256","5","468",
"0.05%~0.09%","야","1월","2007 년","267","4","459",
"0.05%~0.09%","야","1월","2008 년","331","6","605",
"0.05%~0.09%","야","1월","2009 년","348","9","674",
"0.05%~0.09%","야","1월","2010 년","447","16","830",
"0.05%~0.09%","야","1월","2011 년","402","10","743",
"0.05%~0.09%","야","1월","2012 년","435","15","848",
"0.05%~0.09%","야","1월","2013 년","427","5","808",
"0.05%~0.09%","야","1월","2014 년","361","3","694",
"0.05%~0.09%","야","1월","2015 년","399","10","676",
"0.05%~0.09%","야","1월","2016 년","381","13","735",
"0.05%~0.09%","야","1월","2017 년","376","10","680",
"0.05%~0.09%","야","1월","2018 년","406","6","746",
"0.05%~0.09%","야","1월","2019 년","224","6","353",
"0.05%~0.09%","야","1월","2020 년","137","2","209",
"0.05%~0.09%","야","2월","2005 년","268","14","451",
"0.05%~0.09%","야","2월","2006 년","237","7","463",
"0.05%~0.09%","야","2월","2007 년","236","7","440",
"0.05%~0.09%","야","2월","2008 년","296","7","552",
"0.05%~0.09%","야","2월","2009 년","360","15","657",
"0.05%~0.09%","야","2월","2010 년","370","4","694",
"0.05%~0.09%","야","2월","2011 년","384","6","716",
"0.05%~0.09%","야","2월","2012 년","443","16","783",
"0.05%~0.09%","야","2월","2013 년","365","11","642",
"0.05%~0.09%","야","2월","2014 년","320","9","593",
"0.05%~0.09%","야","2월","2015 년","372","12","652",
"0.05%~0.09%","야","2월","2016 년","370","7","646",
"0.05%~0.09%","야","2월","2017 년","295","6","542",
"0.05%~0.09%","야","2월","2018 년","399","6","710",
"0.05%~0.09%","야","2월","2019 년","217","3","404",
"0.05%~0.09%","야","2월","2020 년","151","3","255",
"0.05%~0.09%","야","3월","2005 년","242","6","419",
"0.05%~0.09%","야","3월","2006 년","288","10","519",
"0.05%~0.09%","야","3월","2007 년","328","16","567",
"0.05%~0.09%","야","3월","2008 년","385","10","639",
"0.05%~0.09%","야","3월","2009 년","357","10","640",
"0.05%~0.09%","야","3월","2010 년","344","6","629",
"0.05%~0.09%","야","3월","2011 년","359","8","624",
"0.05%~0.09%","야","3월","2012 년","486","21","848",
"0.05%~0.09%","야","3월","2013 년","439","9","736",
"0.05%~0.09%","야","3월","2014 년","427","19","781",
"0.05%~0.09%","야","3월","2015 년","378","11","637",
"0.05%~0.09%","야","3월","2016 년","379","11","685",
"0.05%~0.09%","야","3월","2017 년","328","16","534",
"0.05%~0.09%","야","3월","2018 년","322","9","522",
"0.05%~0.09%","야","3월","2019 년","256","7","445",
"0.05%~0.09%","야","3월","2020 년","152","8","242",
"0.05%~0.09%","야","4월","2005 년","197","11","328",
"0.05%~0.09%","야","4월","2006 년","278","7","515",
"0.05%~0.09%","야","4월","2007 년","298","7","477",
"0.05%~0.09%","야","4월","2008 년","303","6","510",
"0.05%~0.09%","야","4월","2009 년","327","12","574",
"0.05%~0.09%","야","4월","2010 년","334","12","606",
"0.05%~0.09%","야","4월","2011 년","393","8","665",
"0.05%~0.09%","야","4월","2012 년","453","28","780",
"0.05%~0.09%","야","4월","2013 년","408","14","711",
"0.05%~0.09%","야","4월","2014 년","331","6","601",
"0.05%~0.09%","야","4월","2015 년","395","20","653",
"0.05%~0.09%","야","4월","2016 년","330","6","547",
"0.05%~0.09%","야","4월","2017 년","300","3","496",
"0.05%~0.09%","야","4월","2018 년","274","9","440",
"0.05%~0.09%","야","4월","2019 년","223","4","365",
"0.05%~0.09%","야","4월","2020 년","147","3","239",
"0.05%~0.09%","야","5월","2005 년","251","4","452",
"0.05%~0.09%","야","5월","2006 년","285","20","524",
"0.05%~0.09%","야","5월","2007 년","316","11","548",
"0.05%~0.09%","야","5월","2008 년","275","13","464",
"0.05%~0.09%","야","5월","2009 년","312","10","580",
"0.05%~0.09%","야","5월","2010 년","331","7","593",
"0.05%~0.09%","야","5월","2011 년","367","6","670",
"0.05%~0.09%","야","5월","2012 년","383","11","708",
"0.05%~0.09%","야","5월","2013 년","441","11","787",
"0.05%~0.09%","야","5월","2014 년","307","9","560",
"0.05%~0.09%","야","5월","2015 년","352","11","570",
"0.05%~0.09%","야","5월","2016 년","277","6","457",
"0.05%~0.09%","야","5월","2017 년","243","9","376",
"0.05%~0.09%","야","5월","2018 년","273","6","470",
"0.05%~0.09%","야","5월","2019 년","221","8","339",
"0.05%~0.09%","야","5월","2020 년","139","2","224",
"0.05%~0.09%","야","6월","2005 년","190","6","341",
"0.05%~0.09%","야","6월","2006 년","232","4","412",
"0.05%~0.09%","야","6월","2007 년","302","15","528",
"0.05%~0.09%","야","6월","2008 년","269","5","480",
"0.05%~0.09%","야","6월","2009 년","275","8","448",
"0.05%~0.09%","야","6월","2010 년","264","8","423",
"0.05%~0.09%","야","6월","2011 년","350","13","615",
"0.05%~0.09%","야","6월","2012 년","355","17","602",
"0.05%~0.09%","야","6월","2013 년","349","11","630",
"0.05%~0.09%","야","6월","2014 년","299","14","521",
"0.05%~0.09%","야","6월","2015 년","335","17","547",
"0.05%~0.09%","야","6월","2016 년","203","12","337",
"0.05%~0.09%","야","6월","2017 년","196","4","322",
"0.05%~0.09%","야","6월","2018 년","207","4","341",
"0.05%~0.09%","야","6월","2019 년","154","4","259",
"0.05%~0.09%","야","6월","2020 년","134","3","221",
"0.05%~0.09%","야","7월","2005 년","234","15","433",
"0.05%~0.09%","야","7월","2006 년","315","4","577",
"0.05%~0.09%","야","7월","2007 년","284","16","498",
"0.05%~0.09%","야","7월","2008 년","257","7","442",
"0.05%~0.09%","야","7월","2009 년","270","5","468",
"0.05%~0.09%","야","7월","2010 년","282","9","510",
"0.05%~0.09%","야","7월","2011 년","372","15","659",
"0.05%~0.09%","야","7월","2012 년","363","13","621",
"0.05%~0.09%","야","7월","2013 년","323","19","537",
"0.05%~0.09%","야","7월","2014 년","301","12","515",
"0.05%~0.09%","야","7월","2015 년","323","7","582",
"0.05%~0.09%","야","7월","2016 년","220","5","340",
"0.05%~0.09%","야","7월","2017 년","207","9","344",
"0.05%~0.09%","야","7월","2018 년","205","5","364",
"0.05%~0.09%","야","7월","2019 년","86","4","126",
"0.05%~0.09%","야","7월","2020 년","121","5","180",
"0.05%~0.09%","야","8월","2005 년","240","10","412",
"0.05%~0.09%","야","8월","2006 년","261","11","464",
"0.05%~0.09%","야","8월","2007 년","240","6","446",
"0.05%~0.09%","야","8월","2008 년","256","15","466",
"0.05%~0.09%","야","8월","2009 년","263","12","463",
"0.05%~0.09%","야","8월","2010 년","296","3","494",
"0.05%~0.09%","야","8월","2011 년","342","7","588",
"0.05%~0.09%","야","8월","2012 년","346","11","560",
"0.05%~0.09%","야","8월","2013 년","307","16","535",
"0.05%~0.09%","야","8월","2014 년","355","15","608",
"0.05%~0.09%","야","8월","2015 년","323","15","558",
"0.05%~0.09%","야","8월","2016 년","199","9","330",
"0.05%~0.09%","야","8월","2017 년","231","7","386",
"0.05%~0.09%","야","8월","2018 년","233","15","375",
"0.05%~0.09%","야","8월","2019 년","85","2","140",
"0.05%~0.09%","야","8월","2020 년","137","5","217",
"0.05%~0.09%","야","9월","2005 년","247","7","459",
"0.05%~0.09%","야","9월","2006 년","292","14","535",
"0.05%~0.09%","야","9월","2007 년","309","10","546",
"0.05%~0.09%","야","9월","2008 년","260","5","474",
"0.05%~0.09%","야","9월","2009 년","298","8","506",
"0.05%~0.09%","야","9월","2010 년","358","13","613",
"0.05%~0.09%","야","9월","2011 년","346","15","615",
"0.05%~0.09%","야","9월","2012 년","377","17","675",
"0.05%~0.09%","야","9월","2013 년","317","7","556",
"0.05%~0.09%","야","9월","2014 년","310","13","507",
"0.05%~0.09%","야","9월","2015 년","300","4","525",
"0.05%~0.09%","야","9월","2016 년","212","6","369",
"0.05%~0.09%","야","9월","2017 년","248","14","371",
"0.05%~0.09%","야","9월","2018 년","253","3","440",
"0.05%~0.09%","야","9월","2019 년","124","1","202",
"0.05%~0.09%","야","9월","2020 년","97","1","155",
"0.05%~0.09%","야","10월","2005 년","235","7","405",
"0.05%~0.09%","야","10월","2006 년","288","6","485",
"0.05%~0.09%","야","10월","2007 년","307","9","536",
"0.05%~0.09%","야","10월","2008 년","310","17","536",
"0.05%~0.09%","야","10월","2009 년","384","11","676",
"0.05%~0.09%","야","10월","2010 년","403","17","670",
"0.05%~0.09%","야","10월","2011 년","448","12","787",
"0.05%~0.09%","야","10월","2012 년","412","13","776",
"0.05%~0.09%","야","10월","2013 년","375","12","666",
"0.05%~0.09%","야","10월","2014 년","321","7","566",
"0.05%~0.09%","야","10월","2015 년","369","5","636",
"0.05%~0.09%","야","10월","2016 년","281","12","471",
"0.05%~0.09%","야","10월","2017 년","254","5","436",
"0.05%~0.09%","야","10월","2018 년","257","9","408",
"0.05%~0.09%","야","10월","2019 년","126","3","202",
"0.05%~0.09%","야","10월","2020 년","142","6","218",
"0.05%~0.09%","야","11월","2005 년","265","6","494",
"0.05%~0.09%","야","11월","2006 년","291","12","527",
"0.05%~0.09%","야","11월","2007 년","304","12","599",
"0.05%~0.09%","야","11월","2008 년","331","16","596",
"0.05%~0.09%","야","11월","2009 년","370","9","633",
"0.05%~0.09%","야","11월","2010 년","415","10","758",
"0.05%~0.09%","야","11월","2011 년","447","15","787",
"0.05%~0.09%","야","11월","2012 년","468","14","818",
"0.05%~0.09%","야","11월","2013 년","394","12","682",
"0.05%~0.09%","야","11월","2014 년","358","7","638",
"0.05%~0.09%","야","11월","2015 년","419","6","711",
"0.05%~0.09%","야","11월","2016 년","315","11","522",
"0.05%~0.09%","야","11월","2017 년","323","3","576",
"0.05%~0.09%","야","11월","2018 년","267","9","436",
"0.05%~0.09%","야","11월","2019 년","137","0","189",
"0.05%~0.09%","야","11월","2020 년","148","5","235",
"0.05%~0.09%","야","12월","2005 년","271","8","498",
"0.05%~0.09%","야","12월","2006 년","312","7","595",
"0.05%~0.09%","야","12월","2007 년","358","7","643",
"0.05%~0.09%","야","12월","2008 년","320","11","587",
"0.05%~0.09%","야","12월","2009 년","432","15","829",
"0.05%~0.09%","야","12월","2010 년","428","11","768",
"0.05%~0.09%","야","12월","2011 년","437","12","775",
"0.05%~0.09%","야","12월","2012 년","445","26","829",
"0.05%~0.09%","야","12월","2013 년","417","19","765",
"0.05%~0.09%","야","12월","2014 년","390","14","687",
"0.05%~0.09%","야","12월","2015 년","384","10","683",
"0.05%~0.09%","야","12월","2016 년","375","7","677",
"0.05%~0.09%","야","12월","2017 년","468","14","786",
"0.05%~0.09%","야","12월","2018 년","304","5","519",
"0.05%~0.09%","야","12월","2019 년","179","5","292",
"0.05%~0.09%","야","12월","2020 년","167","0","252",
"0.10%~0.14%","주","전체","2005 년","1546","69","2775",
"0.10%~0.14%","주","전체","2006 년","1729","58","3135",
"0.10%~0.14%","주","전체","2007 년","1847","50","3193",
"0.10%~0.14%","주","전체","2008 년","1873","45","3367",
"0.10%~0.14%","주","전체","2009 년","1992","51","3662",
"0.10%~0.14%","주","전체","2010 년","2083","44","3695",
"0.10%~0.14%","주","전체","2011 년","2057","32","3745",
"0.10%~0.14%","주","전체","2012 년","2130","48","3827",
"0.10%~0.14%","주","전체","2013 년","1928","32","3508",
"0.10%~0.14%","주","전체","2014 년","1904","27","3294",
"0.10%~0.14%","주","전체","2015 년","2010","37","3584",
"0.10%~0.14%","주","전체","2016 년","1677","23","3082",
"0.10%~0.14%","주","전체","2017 년","1667","18","2851",
"0.10%~0.14%","주","전체","2018 년","1600","17","2774",
"0.10%~0.14%","주","전체","2019 년","1501","21","2475",
"0.10%~0.14%","주","전체","2020 년","1737","19","2844",
"0.10%~0.14%","주","1월","2005 년","123","4","216",
"0.10%~0.14%","주","1월","2006 년","120","4","221",
"0.10%~0.14%","주","1월","2007 년","115","4","220",
"0.10%~0.14%","주","1월","2008 년","137","0","252",
"0.10%~0.14%","주","1월","2009 년","142","3","273",
"0.10%~0.14%","주","1월","2010 년","179","3","341",
"0.10%~0.14%","주","1월","2011 년","169","0","315",
"0.10%~0.14%","주","1월","2012 년","159","2","299",
"0.10%~0.14%","주","1월","2013 년","139","0","276",
"0.10%~0.14%","주","1월","2014 년","154","2","260",
"0.10%~0.14%","주","1월","2015 년","159","5","272",
"0.10%~0.14%","주","1월","2016 년","126","1","247",
"0.10%~0.14%","주","1월","2017 년","143","2","267",
"0.10%~0.14%","주","1월","2018 년","130","2","222",
"0.10%~0.14%","주","1월","2019 년","76","1","135",
"0.10%~0.14%","주","1월","2020 년","142","3","227",
"0.10%~0.14%","주","2월","2005 년","101","10","183",
"0.10%~0.14%","주","2월","2006 년","118","5","223",
"0.10%~0.14%","주","2월","2007 년","142","6","278",
"0.10%~0.14%","주","2월","2008 년","135","3","248",
"0.10%~0.14%","주","2월","2009 년","155","2","291",
"0.10%~0.14%","주","2월","2010 년","151","3","298",
"0.10%~0.14%","주","2월","2011 년","136","1","261",
"0.10%~0.14%","주","2월","2012 년","159","3","278",
"0.10%~0.14%","주","2월","2013 년","139","1","254",
"0.10%~0.14%","주","2월","2014 년","103","1","172",
"0.10%~0.14%","주","2월","2015 년","152","3","264",
"0.10%~0.14%","주","2월","2016 년","136","1","231",
"0.10%~0.14%","주","2월","2017 년","123","0","208",
"0.10%~0.14%","주","2월","2018 년","119","0","201",
"0.10%~0.14%","주","2월","2019 년","92","3","149",
"0.10%~0.14%","주","2월","2020 년","144","4","234",
"0.10%~0.14%","주","3월","2005 년","121","5","194",
"0.10%~0.14%","주","3월","2006 년","145","2","230",
"0.10%~0.14%","주","3월","2007 년","164","5","271",
"0.10%~0.14%","주","3월","2008 년","154","3","275",
"0.10%~0.14%","주","3월","2009 년","162","3","283",
"0.10%~0.14%","주","3월","2010 년","173","3","283",
"0.10%~0.14%","주","3월","2011 년","151","0","268",
"0.10%~0.14%","주","3월","2012 년","150","5","279",
"0.10%~0.14%","주","3월","2013 년","156","3","263",
"0.10%~0.14%","주","3월","2014 년","190","4","324",
"0.10%~0.14%","주","3월","2015 년","160","2","288",
"0.10%~0.14%","주","3월","2016 년","139","1","238",
"0.10%~0.14%","주","3월","2017 년","130","0","236",
"0.10%~0.14%","주","3월","2018 년","137","2","247",
"0.10%~0.14%","주","3월","2019 년","108","2","187",
"0.10%~0.14%","주","3월","2020 년","145","4","241",
"0.10%~0.14%","주","4월","2005 년","129","2","241",
"0.10%~0.14%","주","4월","2006 년","136","4","258",
"0.10%~0.14%","주","4월","2007 년","172","2","277",
"0.10%~0.14%","주","4월","2008 년","155","9","272",
"0.10%~0.14%","주","4월","2009 년","145","4","254",
"0.10%~0.14%","주","4월","2010 년","143","6","240",
"0.10%~0.14%","주","4월","2011 년","172","1","321",
"0.10%~0.14%","주","4월","2012 년","197","4","353",
"0.10%~0.14%","주","4월","2013 년","167","4","305",
"0.10%~0.14%","주","4월","2014 년","130","3","244",
"0.10%~0.14%","주","4월","2015 년","179","4","355",
"0.10%~0.14%","주","4월","2016 년","173","0","287",
"0.10%~0.14%","주","4월","2017 년","151","1","243",
"0.10%~0.14%","주","4월","2018 년","149","0","275",
"0.10%~0.14%","주","4월","2019 년","132","2","221",
"0.10%~0.14%","주","4월","2020 년","150","0","233",
"0.10%~0.14%","주","5월","2005 년","125","10","238",
"0.10%~0.14%","주","5월","2006 년","140","4","243",
"0.10%~0.14%","주","5월","2007 년","142","1","252",
"0.10%~0.14%","주","5월","2008 년","166","5","299",
"0.10%~0.14%","주","5월","2009 년","164","6","277",
"0.10%~0.14%","주","5월","2010 년","177","8","309",
"0.10%~0.14%","주","5월","2011 년","184","4","372",
"0.10%~0.14%","주","5월","2012 년","174","9","287",
"0.10%~0.14%","주","5월","2013 년","167","3","300",
"0.10%~0.14%","주","5월","2014 년","163","5","272",
"0.10%~0.14%","주","5월","2015 년","165","3","277",
"0.10%~0.14%","주","5월","2016 년","163","0","285",
"0.10%~0.14%","주","5월","2017 년","153","1","254",
"0.10%~0.14%","주","5월","2018 년","147","3","226",
"0.10%~0.14%","주","5월","2019 년","106","1","177",
"0.10%~0.14%","주","5월","2020 년","142","4","257",
"0.10%~0.14%","주","6월","2005 년","112","7","221",
"0.10%~0.14%","주","6월","2006 년","113","4","198",
"0.10%~0.14%","주","6월","2007 년","145","4","263",
"0.10%~0.14%","주","6월","2008 년","163","3","286",
"0.10%~0.14%","주","6월","2009 년","135","3","255",
"0.10%~0.14%","주","6월","2010 년","158","2","266",
"0.10%~0.14%","주","6월","2011 년","145","1","271",
"0.10%~0.14%","주","6월","2012 년","154","0","286",
"0.10%~0.14%","주","6월","2013 년","174","5","340",
"0.10%~0.14%","주","6월","2014 년","144","2","252",
"0.10%~0.14%","주","6월","2015 년","160","1","282",
"0.10%~0.14%","주","6월","2016 년","134","1","244",
"0.10%~0.14%","주","6월","2017 년","123","3","200",
"0.10%~0.14%","주","6월","2018 년","129","2","202",
"0.10%~0.14%","주","6월","2019 년","97","1","154",
"0.10%~0.14%","주","6월","2020 년","133","0","219",
"0.10%~0.14%","주","7월","2005 년","127","2","226",
"0.10%~0.14%","주","7월","2006 년","147","4","262",
"0.10%~0.14%","주","7월","2007 년","149","5","267",
"0.10%~0.14%","주","7월","2008 년","154","4","285",
"0.10%~0.14%","주","7월","2009 년","160","4","275",
"0.10%~0.14%","주","7월","2010 년","132","1","222",
"0.10%~0.14%","주","7월","2011 년","169","4","312",
"0.10%~0.14%","주","7월","2012 년","159","3","288",
"0.10%~0.14%","주","7월","2013 년","154","5","283",
"0.10%~0.14%","주","7월","2014 년","163","3","296",
"0.10%~0.14%","주","7월","2015 년","149","1","277",
"0.10%~0.14%","주","7월","2016 년","108","3","236",
"0.10%~0.14%","주","7월","2017 년","135","2","242",
"0.10%~0.14%","주","7월","2018 년","129","2","226",
"0.10%~0.14%","주","7월","2019 년","108","1","163",
"0.10%~0.14%","주","7월","2020 년","154","1","253",
"0.10%~0.14%","주","8월","2005 년","150","9","250",
"0.10%~0.14%","주","8월","2006 년","155","7","323",
"0.10%~0.14%","주","8월","2007 년","142","2","257",
"0.10%~0.14%","주","8월","2008 년","149","2","275",
"0.10%~0.14%","주","8월","2009 년","156","5","281",
"0.10%~0.14%","주","8월","2010 년","175","5","329",
"0.10%~0.14%","주","8월","2011 년","178","6","304",
"0.10%~0.14%","주","8월","2012 년","164","2","280",
"0.10%~0.14%","주","8월","2013 년","142","0","260",
"0.10%~0.14%","주","8월","2014 년","170","0","308",
"0.10%~0.14%","주","8월","2015 년","159","3","310",
"0.10%~0.14%","주","8월","2016 년","120","3","211",
"0.10%~0.14%","주","8월","2017 년","134","2","235",
"0.10%~0.14%","주","8월","2018 년","118","1","213",
"0.10%~0.14%","주","8월","2019 년","133","0","233",
"0.10%~0.14%","주","8월","2020 년","134","1","213",
"0.10%~0.14%","주","9월","2005 년","121","5","211",
"0.10%~0.14%","주","9월","2006 년","154","4","275",
"0.10%~0.14%","주","9월","2007 년","177","5","307",
"0.10%~0.14%","주","9월","2008 년","129","0","251",
"0.10%~0.14%","주","9월","2009 년","155","5","262",
"0.10%~0.14%","주","9월","2010 년","189","3","342",
"0.10%~0.14%","주","9월","2011 년","153","1","281",
"0.10%~0.14%","주","9월","2012 년","187","7","357",
"0.10%~0.14%","주","9월","2013 년","159","1","282",
"0.10%~0.14%","주","9월","2014 년","186","4","308",
"0.10%~0.14%","주","9월","2015 년","169","2","301",
"0.10%~0.14%","주","9월","2016 년","128","3","247",
"0.10%~0.14%","주","9월","2017 년","123","1","184",
"0.10%~0.14%","주","9월","2018 년","144","1","248",
"0.10%~0.14%","주","9월","2019 년","147","4","245",
"0.10%~0.14%","주","9월","2020 년","151","1","232",
"0.10%~0.14%","주","10월","2005 년","135","5","245",
"0.10%~0.14%","주","10월","2006 년","161","9","276",
"0.10%~0.14%","주","10월","2007 년","173","5","280",
"0.10%~0.14%","주","10월","2008 년","172","5","281",
"0.10%~0.14%","주","10월","2009 년","184","3","372",
"0.10%~0.14%","주","10월","2010 년","188","2","336",
"0.10%~0.14%","주","10월","2011 년","209","5","366",
"0.10%~0.14%","주","10월","2012 년","204","5","355",
"0.10%~0.14%","주","10월","2013 년","174","3","329",
"0.10%~0.14%","주","10월","2014 년","160","2","278",
"0.10%~0.14%","주","10월","2015 년","182","5","306",
"0.10%~0.14%","주","10월","2016 년","170","4","343",
"0.10%~0.14%","주","10월","2017 년","153","4","260",
"0.10%~0.14%","주","10월","2018 년","153","4","269",
"0.10%~0.14%","주","10월","2019 년","191","3","313",
"0.10%~0.14%","주","10월","2020 년","160","0","308",
"0.10%~0.14%","주","11월","2005 년","162","5","302",
"0.10%~0.14%","주","11월","2006 년","181","4","339",
"0.10%~0.14%","주","11월","2007 년","173","6","273",
"0.10%~0.14%","주","11월","2008 년","188","5","334",
"0.10%~0.14%","주","11월","2009 년","215","7","405",
"0.10%~0.14%","주","11월","2010 년","209","4","388",
"0.10%~0.14%","주","11월","2011 년","206","6","362",
"0.10%~0.14%","주","11월","2012 년","212","4","374",
"0.10%~0.14%","주","11월","2013 년","195","3","344",
"0.10%~0.14%","주","11월","2014 년","192","1","337",
"0.10%~0.14%","주","11월","2015 년","198","5","323",
"0.10%~0.14%","주","11월","2016 년","143","4","272",
"0.10%~0.14%","주","11월","2017 년","151","1","265",
"0.10%~0.14%","주","11월","2018 년","133","0","248",
"0.10%~0.14%","주","11월","2019 년","150","1","239",
"0.10%~0.14%","주","11월","2020 년","162","0","249",
"0.10%~0.14%","주","12월","2005 년","140","5","248",
"0.10%~0.14%","주","12월","2006 년","159","7","287",
"0.10%~0.14%","주","12월","2007 년","153","5","248",
"0.10%~0.14%","주","12월","2008 년","171","6","309",
"0.10%~0.14%","주","12월","2009 년","219","6","434",
"0.10%~0.14%","주","12월","2010 년","209","4","341",
"0.10%~0.14%","주","12월","2011 년","185","3","312",
"0.10%~0.14%","주","12월","2012 년","211","4","391",
"0.10%~0.14%","주","12월","2013 년","162","4","272",
"0.10%~0.14%","주","12월","2014 년","149","0","243",
"0.10%~0.14%","주","12월","2015 년","178","3","329",
"0.10%~0.14%","주","12월","2016 년","137","2","241",
"0.10%~0.14%","주","12월","2017 년","148","1","257",
"0.10%~0.14%","주","12월","2018 년","112","0","197",
"0.10%~0.14%","주","12월","2019 년","161","2","259",
"0.10%~0.14%","주","12월","2020 년","120","1","178",
"0.10%~0.14%","야","전체","2005 년","6457","175","11848",
"0.10%~0.14%","야","전체","2006 년","7407","195","13270",
"0.10%~0.14%","야","전체","2007 년","7961","211","14467",
"0.10%~0.14%","야","전체","2008 년","7580","208","13780",
"0.10%~0.14%","야","전체","2009 년","8303","190","14956",
"0.10%~0.14%","야","전체","2010 년","8833","183","15998",
"0.10%~0.14%","야","전체","2011 년","8844","153","16099",
"0.10%~0.14%","야","전체","2012 년","8969","162","16218",
"0.10%~0.14%","야","전체","2013 년","7956","144","14191",
"0.10%~0.14%","야","전체","2014 년","7266","123","12887",
"0.10%~0.14%","야","전체","2015 년","7519","123","13222",
"0.10%~0.14%","야","전체","2016 년","5952","96","10339",
"0.10%~0.14%","야","전체","2017 년","5587","93","9561",
"0.10%~0.14%","야","전체","2018 년","5613","62","9527",
"0.10%~0.14%","야","전체","2019 년","5092","52","8383",
"0.10%~0.14%","야","전체","2020 년","6249","83","10196",
"0.10%~0.14%","야","1월","2005 년","532","11","1004",
"0.10%~0.14%","야","1월","2006 년","596","14","1072",
"0.10%~0.14%","야","1월","2007 년","629","19","1139",
"0.10%~0.14%","야","1월","2008 년","671","17","1268",
"0.10%~0.14%","야","1월","2009 년","720","15","1353",
"0.10%~0.14%","야","1월","2010 년","833","9","1552",
"0.10%~0.14%","야","1월","2011 년","815","7","1497",
"0.10%~0.14%","야","1월","2012 년","692","6","1264",
"0.10%~0.14%","야","1월","2013 년","796","10","1443",
"0.10%~0.14%","야","1월","2014 년","542","9","969",
"0.10%~0.14%","야","1월","2015 년","669","12","1219",
"0.10%~0.14%","야","1월","2016 년","575","13","1028",
"0.10%~0.14%","야","1월","2017 년","522","7","927",
"0.10%~0.14%","야","1월","2018 년","553","6","968",
"0.10%~0.14%","야","1월","2019 년","349","2","604",
"0.10%~0.14%","야","1월","2020 년","481","7","805",
"0.10%~0.14%","야","2월","2005 년","510","14","958",
"0.10%~0.14%","야","2월","2006 년","578","10","1033",
"0.10%~0.14%","야","2월","2007 년","598","13","1112",
"0.10%~0.14%","야","2월","2008 년","654","16","1201",
"0.10%~0.14%","야","2월","2009 년","709","14","1345",
"0.10%~0.14%","야","2월","2010 년","771","21","1414",
"0.10%~0.14%","야","2월","2011 년","644","15","1174",
"0.10%~0.14%","야","2월","2012 년","783","12","1447",
"0.10%~0.14%","야","2월","2013 년","657","11","1170",
"0.10%~0.14%","야","2월","2014 년","566","7","1018",
"0.10%~0.14%","야","2월","2015 년","532","13","981",
"0.10%~0.14%","야","2월","2016 년","557","6","995",
"0.10%~0.14%","야","2월","2017 년","461","7","781",
"0.10%~0.14%","야","2월","2018 년","582","4","1001",
"0.10%~0.14%","야","2월","2019 년","314","3","562",
"0.10%~0.14%","야","2월","2020 년","592","4","988",
"0.10%~0.14%","야","3월","2005 년","607","9","1041",
"0.10%~0.14%","야","3월","2006 년","642","17","1208",
"0.10%~0.14%","야","3월","2007 년","847","21","1605",
"0.10%~0.14%","야","3월","2008 년","790","15","1508",
"0.10%~0.14%","야","3월","2009 년","786","22","1401",
"0.10%~0.14%","야","3월","2010 년","712","15","1281",
"0.10%~0.14%","야","3월","2011 년","729","4","1320",
"0.10%~0.14%","야","3월","2012 년","901","15","1641",
"0.10%~0.14%","야","3월","2013 년","785","16","1381",
"0.10%~0.14%","야","3월","2014 년","723","13","1313",
"0.10%~0.14%","야","3월","2015 년","631","8","1112",
"0.10%~0.14%","야","3월","2016 년","575","8","986",
"0.10%~0.14%","야","3월","2017 년","517","10","860",
"0.10%~0.14%","야","3월","2018 년","548","4","986",
